topic,business_id,business_name,cluster_sentiment,generated_kp,aspects_terms,coverage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Fancy cocktail drinks with great presentation.,"['presentation', 'libation', 'decoration', 'interior design']",5,They serve some fancy cocktail drinks which is a bit pricey but I guess you pay for presentation.,Topped only by libations that matched our laughter and great photo spots to make up stories about!,We loved the atmosphere and the modern decorations.,They have such a beautiful scenery and decorations!,Great atmosphere and interior design.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Great photo spots for Instagram.,"['photo spot', 'little spot', 'private spot', 'spot']",5,It's got some great photo spots ~for the gram~.,Between the bath tub right by the entryway and all of the flamingos and foliage there's plenty of cute photo spots if that's you're thing!,What a surprising little spot.,"

There are so many private spots to chit and chat and connect with your friends.","Overall great spot, great music.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Delicious Cuban food.,"['food', 'cuban food']",4,"Beautiful atmosphere, friendly staff, nice and cool air conditioned patio, and amazing food!!","The food is great, and the atmosphere was incredible.",The food was mini Cuban sandwiches and a pork and rice bowl.,"

One of the biggest perks of getting a drink there is if you end up a bit too buzzed to drive, all of you have to do is go next door to Bodega for some delicious Cuban food to get you sobered up again LOL.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Delicious cocktails.,"['expresso martini', 'margarita', 'martini']",4,We loved the Expresso Martini,I usually go for the cuban sandwich and a margarita!,She made the best jalapeño margarita I ever had.,"I had an espresso martini, so delicious.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,The DJ was amazing.,"['dj', 'dj explicid']",4,"They had a great DJ, great bar service, and the overall vibe was a healthy balance of rowdy and laidback.",The DJ was good.,The DJ was great but it was as loud as a club couldn't hold a conversation with our company.,"The best part was the banging DJ Explicid, who brought the house down and had the dance floor going all night.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Beautiful and romantic interior.,"['outside', 'inside']",3,"I like the outside part of the bar, where you can actually talk to your friends and hear each other.","

Great place and is nice on the inside.","The inside is gorgeous, dark, romantic, with a bit of whimsy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Highly Instagrammable location.,['instagrammable'],3,First things first - this place is very Instagrammable lol.,Let me say that it is so instagrammable.,And not to mention most Instagrammable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Numerous Instagram-worthy photo opportunities.,['photo op'],3,"And as previously insinuated, the spot is littered with cute photo ops.",Will definitely be going back for another photo op!!,There's a lot of IG worthy photo ops throughout this place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Trendy hangout spot in The Heights.,['trendy'],3,"We went here Saturday night, this place is a pretty small, trendy, hangout spot.",Overall a very trendy and hip place which I'm in to.,"Trendy place that makes The Heights, well, The Heights!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,A welcome addition to Tampa.,['mandarin hide'],2,I was very excited to try this place since Mandarin Hide is one of my favorite bars.,"

I love Mandarin Hide in DTSP and this was a welcome addition to Tampa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Attention to detail is impressive.,['detail'],2,"

Like many people said - the view from the outside isn't anything but once you go inside you can really see the little details that were put into this spot.","Very attentive, very  detailed, and very fun!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Knowledgeable mixologists with crafty cocktails.,['mixologist'],2,The mixologists were very knowledgeable in crafty cocktails and made sure my friends and I were happy with our drinks.,"Cocktails, mixologists, vibes, indoor/outdoor seating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,XnNk4Ka8HBiSKh2dEHEqvA,Mandarin Heights,positive,Vibrant and diverse atmosphere.,['space'],2,"Great intimate space featuring a nice bar, tables and an outdoor patio.",The whole space is a bouquet of vibes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,Vy7Kg03GUYyeu0IZ035AOQ,Regal Citrus Park,negative,Outdated and poorly maintained theater.,"['theater', 'cinema', 'theatre', 'movie theatre seat']",37,We will never go back to this theater even if we have free tickets.,I have never seen a theater run so poorly and so under staffed.,Dirty theaters.,"AMC has cheaper prices and better seats, so I'd say skip this theater and visit a different chain, since Regal is now more expensive.","

This theater is stuck in the 1980's the siding, the color scheme, neon lights, etc.",It's horrible and being in a newer mall you think they would have updated the theater.,"I probably won't go here again, but that's because I have to drive past 3-4 better theaters (IMAX, D-Box, etc.)",to get to the this outdated theater.,"It was once one of the newest theaters in town and now it is just, sad, old, badly in need of a face lift and just needs overall sprucing up.","If I have a choice of Westshore or Anderson, I will choose on of them for a regular theater, Regal needs to catch up with the times and put a few bucks into their image, comfort and ambiance.", This theater really puts a damper on the experience for us.,"YMMV but this theater does not live up to the quality I've come to expect from a Regal Cinema, maybe it's time for them to renovate this place.","  

This theater deserves negative stars.",This theater just plain sucks.,"Last time I was at this theater was years ago, and it was very run down, with an overall feel of neglect."," First off, the theater that our movie was in this evening didn't have recliner seating....say what!?",There are a lot of issues with this theater.,"I know this may be nitpicking a little bit, but everything culminated into an experience that will keep me away from this theater.",The theaters are too hot.,"I've visited this theater 39 times in the last 12 months (per my regal card) and its consistently bad but, no other real regal alternative near me.","According to staff, it was the only theater without functioning A/C, so why was it still in use?","Disappointed to say the least - when you spend this kind of money, you'd expect to have a semi clean theater.",Definitely I can't recommend this theater and will not ever come back.,"It's a little further to the next theater down the road, but I've never encountered this lack of quality and management at a theater with new release movies.",If you are looking for a relaxing experience choose another theater.,This cinema needs an overhaul.,"And after having to deal with her and paying the very expensive tickets, we walked into a cinema that is in dire need of a revamp.",Definitely don't prefer Regal Cinemas.,I've never seen a theatre in those conditions.,It's so nice to have another theatre in Tampa that doesn't make you have to endure that!,I have enjoyed coming to this theatre in the past but this time is different.,We are the second family in the theatre and it is shameful.,If I were the GM here I would be ashamed at how dirty this theatre is.,Looks like it may be time to find a new theatre., Never will come back to this theatre.,This theatre is definitely not high on our list for our next movie.,"The last time I was here, they had traditional movie theatre seats that were uncomfortable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,Vy7Kg03GUYyeu0IZ035AOQ,Regal Citrus Park,negative,Slow and disorganized concession stand.,"['concession stand', 'concession', 'establishment', 'carbonation']",23,"

The concession stand was super expensive, and there were no clearly defined lines, so it was a bit like the Wild West, minus Billy the Kid.","The concession stand lady was plain rude, as we only got three bags of candy, instead of ordering something else.","We have seen roughly 5 movies there this year, and the upstairs concession stand is NEVER open.",The people at the concession stand seemed to me more concerned with talking to each other than taking care of customers.,"

Yes, the bathroom needs serious work, and the costs at the concession stand are crazy (2 small popcorns, 2 small drinks = $24!!).",Always slow at the concession stand.,Biggest flaw is the concession stand.,It is now 1:55pm and we still haven't received our concessions.,Concessions was closed.,"

It was an 10:30 movie start and I noticed only one lady working concessions with a building line!",It has two floors with overpiced concessions on both floors (Six bucks for a small popcorn- gimme a break!)., The concessions area takes a notoriously LONG time to get through because of the slow service and pure lack of organization.," We've also had bad experiences in the past where we did the online ordering of concessions that are supposed to be ready for you when you arrive, however had to wait and wait and wait for someone to acknowledge us at the Atom concessions area which is absolutely ridiculous and part of what has swayed us from every coming to this theater.",Absolutely awful experience with the concessions.,"Also, lines for the concession are horrible!","Worst cinema
If I could review it lower - I would 
Dirty - consistently slow service at concessions
The only reason we go is location - otherwise I would go elsewhere","The concessions were all out of anything pretzel - pretzel bites, large pretzels.","Concessions need a management change..
Most inefficient operation I have ever experienced 
In a movie theater..

Was able to go in and watch every preview, came back out and  same people still in line!!!",The concessions here are some of the worst I've seen.,"When you pay the outrageously marked up prices for concessions, one can reasonably expect a good product."," For this convenience we agree to accept sticky floors, musty smelling theaters, a ghost town atmosphere, and creepy feeling of the establishment.",The establishment at least refunded us all of my money but it's B.S. that they were selling tickets for a movie they knew wasn't going to occur 45 minutes prior.,He told me that the carbonation isn't working in any of the machines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment,Vy7Kg03GUYyeu0IZ035AOQ,Regal Citrus Park,negative,Poor customer service.,"['service', 'customer service', 'management', 'business', 'employee', 'customer', 'support', 'concession service']",20,"

To me a movie theater is a movie theater, but the big difference with this one is the service, which was less than stellar.",Awful service.,Customer service clearly isn't their strong point.,Customer service needs to attention.,Horrible customer service.,Real not good customer service at all.,This is a movie Cinema in NEED of new management!,Management does nothing to improve the conditions.,"Tolerating defective equipment is not something theatre goers should be asked to do, and in a truly customer-oriented establishment the management would have made a special apology for the problem in the theatre and offered a solution.","Not sure if it's the management or resources, but it's gone down hill in the last few year and my last visit was the worst yet which is why I am writing this review.","Concessions need a management change..
Most inefficient operation I have ever experienced 
In a movie theater..

Was able to go in and watch every preview, came back out and  same people still in line!!!","I've spoken with management, she stated her name was Jessica and she wasn't much help.",You lost my business forever.,"I called back, assuming it was a mistake, and was rudely informed that she was the only employee there and I would have to wait, then back to hold - no hold music, so it is possible she hung up on me again.",My coke was flat & the employees behind the counter are terrible.,We have had 2 disappointing encounters with an employee named Richard.,"They had 2 extremely slow employees working the counter, it felt like time was moving backwards.",We've been Regal customers for a long time but this about did it for us.,No support in sight!,I hope they step their concession service up so I can feel better about coming back in the future.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
